epoch,training_loss,validation_loss,selection_score
1,1.5951236692326163,1.1910004615783691,-1.1910004615783691
2,0.9042152591125366,0.6147247552871704,-0.6147247552871704
3,0.4654376087237166,0.36397019028663635,-0.36397019028663635
4,0.34170933022381433,0.336107075214386,-0.336107075214386
5,0.3082353558353485,0.3199237585067749,-0.3199237585067749
6,0.29561248780681015,0.3129451274871826,-0.3129451274871826
7,0.2850270365163446,0.3067023754119873,-0.3067023754119873
8,0.286207999131157,0.29213279485702515,-0.29213279485702515
9,0.3005629356177348,0.2871437668800354,-0.2871437668800354
10,0.2878461205042325,0.28261181712150574,-0.28261181712150574
11,0.2843542400915149,0.32456424832344055,-0.32456424832344055
12,0.2817882913203994,0.28393569588661194,-0.28393569588661194
13,0.27396281991364824,0.2801515758037567,-0.2801515758037567
14,0.2749125877684536,0.29732996225357056,-0.29732996225357056
15,0.2776332049480543,0.28193235397338867,-0.28193235397338867
16,0.26330895181231645,0.28509756922721863,-0.28509756922721863
17,0.2541917522474366,0.2860502600669861,-0.2860502600669861
18,0.2648993311841879,0.28224265575408936,-0.28224265575408936
19,0.2599733467328704,0.28888943791389465,-0.28888943791389465
