epoch,training_loss,validation_loss,selection_score
1,1.4909414838464237,1.316697120666504,-1.316697120666504
2,1.1750906980954683,1.015000581741333,-1.015000581741333
3,0.9582294152160168,0.7425322532653809,-0.7425322532653809
4,0.692566568861852,0.6629328727722168,-0.6629328727722168
5,0.6680877123930977,0.5657610297203064,-0.5657610297203064
6,0.6262654082955055,0.516227126121521,-0.516227126121521
7,0.5665511974229522,0.4247473478317261,-0.4247473478317261
8,0.47705328464508057,0.4802657961845398,-0.4802657961845398
9,0.4612459901541861,0.41893231868743896,-0.41893231868743896
10,0.43434803674459804,0.43775230646133423,-0.43775230646133423
11,0.4519654951870701,0.4196649193763733,-0.4196649193763733
12,0.42170983012252,0.36512845754623413,-0.36512845754623413
13,0.40504755008376386,0.31736525893211365,-0.31736525893211365
14,0.4015557506433938,0.35139352083206177,-0.35139352083206177
15,0.40449614405459,0.3013029098510742,-0.3013029098510742
16,0.4160125213411619,0.31929001212120056,-0.31929001212120056
17,0.41356683538683264,0.29897168278694153,-0.29897168278694153
18,0.3748473896170562,0.30810824036598206,-0.30810824036598206
19,0.385821520244089,0.30562764406204224,-0.30562764406204224
20,0.3863595055391896,0.3038523197174072,-0.3038523197174072
