epoch,training_loss,validation_loss,selection_score
1,1.465315341776445,1.207184910774231,-1.207184910774231
2,0.973892603626445,0.7505615949630737,-0.7505615949630737
3,0.5682988785347849,0.4524230360984802,-0.4524230360984802
4,0.3763620119828444,0.38620197772979736,-0.38620197772979736
5,0.32850431548147657,0.32324838638305664,-0.32324838638305664
6,0.3094894975986121,0.3076402544975281,-0.3076402544975281
7,0.3028277475359824,0.2976782023906708,-0.2976782023906708
8,0.28246543269891006,0.29966938495635986,-0.29966938495635986
9,0.28394369350635434,0.28658971190452576,-0.28658971190452576
10,0.2867016602842832,0.3067901134490967,-0.3067901134490967
11,0.2764971364608524,0.30114513635635376,-0.30114513635635376
12,0.26276132347621833,0.29031097888946533,-0.29031097888946533
13,0.27161809689593763,0.3247358202934265,-0.3247358202934265
14,0.26924832984913244,0.29150673747062683,-0.29150673747062683
15,0.2720087696575115,0.27835264801979065,-0.27835264801979065
16,0.2625443535506812,0.28300780057907104,-0.28300780057907104
17,0.2607953147030015,0.28240054845809937,-0.28240054845809937
18,0.2555612449808633,0.2916699945926666,-0.2916699945926666
19,0.24467520668821516,0.30834221839904785,-0.30834221839904785
20,0.2543753833660021,0.28997382521629333,-0.28997382521629333
21,0.25913731384000516,0.2831011414527893,-0.2831011414527893
