epoch,training_loss,validation_loss,selection_score
1,1.1082834810753865,0.5661290884017944,-0.5661290884017944
2,0.48980792327439315,0.3522745668888092,-0.3522745668888092
3,0.36476979567973467,0.3303880989551544,-0.3303880989551544
4,0.3345078123498205,0.316256582736969,-0.316256582736969
5,0.31193806263462726,0.29224446415901184,-0.29224446415901184
6,0.3045777537912693,0.3093548119068146,-0.3093548119068146
7,0.30094215243579,0.31245484948158264,-0.31245484948158264
8,0.2974989842434234,0.3271756172180176,-0.3271756172180176
9,0.2996017329708412,0.32447904348373413,-0.32447904348373413
10,0.30252351574004993,0.2878965139389038,-0.2878965139389038
11,0.2936127462650072,0.29735755920410156,-0.29735755920410156
12,0.27039540882380503,0.28497710824012756,-0.28497710824012756
13,0.29160990926108615,0.29248079657554626,-0.29248079657554626
14,0.29924940502782,0.2964898943901062,-0.2964898943901062
15,0.29747380474136254,0.3013709783554077,-0.3013709783554077
16,0.283367002607257,0.3001222312450409,-0.3001222312450409
17,0.2829828598848794,0.28420862555503845,-0.28420862555503845
18,0.2693906075419812,0.27918484807014465,-0.27918484807014465
19,0.2869495279081328,0.2777973413467407,-0.2777973413467407
20,0.27209055601079857,0.2851574122905731,-0.2851574122905731
21,0.2640979430585537,0.2832077741622925,-0.2832077741622925
22,0.27368709124916696,0.27660149335861206,-0.27660149335861206
23,0.28165722918441227,0.2865173816680908,-0.2865173816680908
24,0.2577379199693788,0.2768665552139282,-0.2768665552139282
25,0.2730825415154154,0.28680896759033203,-0.28680896759033203
26,0.2726016810220627,0.2779504358768463,-0.2779504358768463
27,0.2683601804585865,0.27851906418800354,-0.27851906418800354
28,0.2743489315141268,0.28082558512687683,-0.28082558512687683
